"Module","Method","Route","Layer","Target","Method2","Repos","ReadTables","EmptyReads","WriteTables"
"documents","GET","/api/v1/documents/retention-rules","SERVICE","DocumentService","listRetentionRules","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","PATCH","/api/v1/documents/:id/metadata","SERVICE","DocumentService","updateMetadata","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","GET","/api/v1/documents/watermarks","SERVICE","WatermarkService","listConfigs","","","",""
"documents","POST","/api/v1/documents/:id/preview-watermark","SERVICE","WatermarkService","listConfigs","","","",""
"documents","POST","/api/v1/documents/:id/preview-watermark","SERVICE","WatermarkService","renderOverlay","","","",""
"documents","GET","/api/v1/documents/checksum/config","HANDLER","(env config)","(controller)","(env config)","","",""
"documents","POST","/api/v1/documents/checksum","SERVICE","ChecksumService","verify","DocumentRenderRepository","documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;security.users","","documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents"
"documents","GET","/api/v1/documents/entity/:entityType/:entityId","SERVICE","DocumentService","getByEntity","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","DELETE","/api/v1/documents/:id","SERVICE","DocumentService","softDelete","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","POST","/api/v1/documents/:id/sign","SERVICE","DocumentService","sign","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","POST","/api/v1/documents/:id/signature-slots","SERVICE","DocumentService","addSignatureSlot","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","GET","/api/v1/documents/:id/signatures","SERVICE","DocumentService","getSignatures","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","GET","/api/v1/documents/pending-signatures","SERVICE","DocumentService","getPendingSignatures","DocumentRepository","documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;security.users","","documents.document_audit;documents.document_signatures;documents.documents"
"documents","GET","/api/v1/documents/lifecycle/states","SERVICE","DocumentLifecycleService","listStates","DocumentLifecycleRepository;DocumentRenderRepository","documents.document_audit;documents.document_lifecycle_states;documents.document_lifecycle_transitions;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;security.users","","documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents"
"documents","GET","/api/v1/documents/lifecycle/transitions","SERVICE","DocumentLifecycleService","listTransitions","DocumentLifecycleRepository;DocumentRenderRepository","documents.document_audit;documents.document_lifecycle_states;documents.document_lifecycle_transitions;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;security.users","","documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents"
"documents","POST","/api/v1/documents/:id/transition","SERVICE","DocumentLifecycleService","transition","DocumentLifecycleRepository;DocumentRenderRepository","documents.document_audit;documents.document_lifecycle_states;documents.document_lifecycle_transitions;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;security.users","","documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents"
"forms","GET","/api/v1/forms/","SERVICE","FormService","listDefinitions","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/categories","SERVICE","FormService","listCategories","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/definitions/:code","SERVICE","FormService","getDefinition","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/instances","SERVICE","FormService","listInstances","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/instances/entity/:entityType/:entityId","SERVICE","FormService","listByEntity","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/instances/:id","SERVICE","FormService","getInstance","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/instances","SERVICE","FormService","createInstance","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","PUT","/api/v1/forms/instances/:id","SERVICE","FormService","saveInstance","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/instances/:id/submit","SERVICE","FormService","submitInstance","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/instances/:id/approve","SERVICE","FormService","approveInstance","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/instances/:id/return","SERVICE","FormService","returnInstance","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/instances/:id/void","SERVICE","FormService","voidInstance","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/instances/:id/generate","SERVICE","FormService","generateDocument","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/documents/:id/download","SERVICE","FormService","getDocumentDownload","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/instances/:id/documents","SERVICE","FormService","listDocuments","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","GET","/api/v1/forms/documents/:id","SERVICE","DocumentLifecycleService","checkExpiry","DocumentLifecycleRepository;DocumentRenderRepository","documents.document_audit;documents.document_lifecycle_states;documents.document_lifecycle_transitions;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;security.users","","documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents"
"forms","GET","/api/v1/forms/documents/:id","SERVICE","FormService","getDocumentDetail","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/documents/:id/sign","SERVICE","FormService","signDocument","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"forms","POST","/api/v1/forms/documents/:id/lifecycle","SERVICE","FormService","setDocumentLifecycle","ApplicationRepository;DocumentRenderRepository;FormDefinitionRepository;FormInstanceRepository","committee.committees;core.applications;core.projects;documents.document_audit;documents.document_lifecycle_states;documents.document_signature_types;documents.document_signatures;documents.document_types;documents.document_versions;documents.documents;documents.templates;forms.form_definitions;forms.form_instances;reference.application_statuses;security.institutions;security.users","","core.applications;documents.document_audit;documents.document_signatures;documents.document_verification_log;documents.document_versions;documents.documents;documents.generated_documents;forms.form_instances"
"integration","GET","/api/v1/integration/events","SERVICE","IntegrationService","getEvents","IntegrationRepository","integration.event_outbox;integration.integration_logs","integration.integration_logs",""
"integration","GET","/api/v1/integration/logs","SERVICE","IntegrationService","getLogs","IntegrationRepository","integration.event_outbox;integration.integration_logs","integration.integration_logs",""
"monitoring","GET","/api/v1/monitoring/live","HANDLER","(unknown)","(controller)","(unknown)","","",""
"monitoring","GET","/api/v1/monitoring/ready","HANDLER","(unknown)","(controller)","(unknown)","","",""
"monitoring","GET","/api/v1/monitoring/health","HANDLER","(unknown)","(controller)","(unknown)","","",""
"monitoring","GET","/api/v1/monitoring/metrics","HANDLER","(unknown)","(controller)","(unknown)","","",""
"monitoring","GET","/api/v1/monitoring/audit","SERVICE","MonitoringService","getAuditLogs","MonitoringRepository","audit.audit_logs;security.users;system.system_config","",""
"monitoring","GET","/api/v1/monitoring/config","SERVICE","MonitoringService","getSystemConfig","MonitoringRepository","audit.audit_logs;security.users;system.system_config","",""
"public","GET","/api/v1/public/certificates/verify/:serialNumber","ENGINE","engine","verify","","","",""
"public","GET","/api/v1/public/documents/verify/:reference","ENGINE","engine","verify","","","",""
"public","GET","/api/v1/public/verification/verify/:reference","ENGINE","engine","verify","","","",""
"reference","GET","/api/v1/reference/institutions-registry","HANDLER","(unknown)","(controller)","(unknown)","","",""
"reference","GET","/api/v1/reference/professions","HANDLER","(unknown)","(controller)","(unknown)","","",""
"reference","GET","/api/v1/reference/licenses","HANDLER","(unknown)","(controller)","(unknown)","","",""
"reporting","GET","/api/v1/reporting/dashboard/stats","SERVICE","ReportingService","getDashboardStats","ReportingRepository","committee.committee_meetings;committee.committees;committee.review_assignments;core.applications;core.projects;security.users","",""
"reporting","GET","/api/v1/reporting/dashboard/stream","HANDLER","(unknown)","(controller)","(unknown)","","",""
"reporting","GET","/api/v1/reporting/applications","SERVICE","ReportingService","getApplications","ReportingRepository","committee.committee_meetings;committee.committees;committee.review_assignments;core.applications;core.projects;security.users","",""
"reporting","GET","/api/v1/reporting/committees","SERVICE","ReportingService","getCommittees","ReportingRepository","committee.committee_meetings;committee.committees;committee.review_assignments;core.applications;core.projects;security.users","",""
"reporting","GET","/api/v1/reporting/status-summary","SERVICE","ReportingService","getStatusSummary","ReportingRepository","committee.committee_meetings;committee.committees;committee.review_assignments;core.applications;core.projects;security.users","",""
"reporting","GET","/api/v1/reporting/applications-trend","SERVICE","ReportingService","getApplicationsTrend","ReportingRepository","committee.committee_meetings;committee.committees;committee.review_assignments;core.applications;core.projects;security.users","",""
"reporting","GET","/api/v1/reporting/export/applications","SERVICE","ReportingService","getExportData","ReportingRepository","committee.committee_meetings;committee.committees;committee.review_assignments;core.applications;core.projects;security.users","",""
"safety","GET","/api/v1/safety/risk-register","SERVICE","SafetyService","getRiskRegister","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","POST","/api/v1/safety/risk-register","SERVICE","SafetyService","createRisk","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","PUT","/api/v1/safety/risk-register/:id","SERVICE","SafetyService","updateRisk","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","DELETE","/api/v1/safety/risk-register/:id","SERVICE","SafetyService","softDeleteRisk","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","GET","/api/v1/safety/risk-register/:id/mitigations","SERVICE","SafetyService","getMitigations","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","POST","/api/v1/safety/risk-register/:id/mitigations","SERVICE","SafetyService","createMitigation","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","GET","/api/v1/safety/risk-incidents","SERVICE","SafetyService","getIncidents","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","POST","/api/v1/safety/risk-incidents","SERVICE","SafetyService","createIncident","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","GET","/api/v1/safety/corrective-actions","SERVICE","SafetyService","getCorrectiveActions","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","POST","/api/v1/safety/corrective-actions","SERVICE","SafetyService","createCorrectiveAction","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","GET","/api/v1/safety/adverse-events","SERVICE","SafetyService","getAdverseEvents","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","POST","/api/v1/safety/adverse-events","SERVICE","SafetyService","createAdverseEvent","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","GET","/api/v1/safety/serious-adverse-events","SERVICE","SafetyService","getSeriousAdverseEvents","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"safety","GET","/api/v1/safety/safety-reports","SERVICE","SafetyService","getSafetyReports","SafetyRepository","core.applications;core.projects;safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events;security.users","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register;safety.safety_reports;safety.serious_adverse_events","safety.adverse_events;safety.corrective_actions;safety.risk_incidents;safety.risk_mitigations;safety.risk_register"
"security","POST","/api/v1/security/auth/login","SERVICE","AuthService","login","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/auth/register","SERVICE","AuthService","register","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/auth/forgot-password","SERVICE","AuthService","forgotPassword","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/auth/reset-password","SERVICE","AuthService","resetPassword","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/auth/refresh","SERVICE","AuthService","refresh","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/auth/logout","SERVICE","AuthService","logout","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","GET","/api/v1/security/auth/me","SERVICE","AuthService","getMe","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
"security","POST","/api/v1/security/auth/verify-email","SERVICE","AuthService","verifyEmail","AuthRepository;UsersRepository","security.departments;security.email_verification_tokens;security.institutions;security.login_audit;security.password_history;security.password_reset_tokens;security.permissions;security.responsibility_types;security.role_permissions;security.roles;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users","security.password_reset_tokens","security.email_verification_tokens;security.login_audit;security.password_history;security.password_reset_tokens;security.security_events;security.sessions;security.user_profiles;security.user_responsibilities;security.user_roles;security.users"
